Column1,AREA,OCC_CODE,AREA_NAME,TOT_EMP,OCC_TITLE,NORM_EMP
137994,47664,29-2033,"Warren-Troy-Farmington Hills, MI Metropolitan Division",180.0,Nuclear Medicine Technologists,18.0
137995,47664,29-2034,"Warren-Troy-Farmington Hills, MI Metropolitan Division",1700.0,Radiologic Technologists,170.0
137996,47664,29-2035,"Warren-Troy-Farmington Hills, MI Metropolitan Division",450.0,Magnetic Resonance Imaging Technologists,45.0
137997,47664,29-2041,"Warren-Troy-Farmington Hills, MI Metropolitan Division",1300.0,Emergency Medical Technicians and Paramedics,130.0
137998,47664,29-2051,"Warren-Troy-Farmington Hills, MI Metropolitan Division",60.0,Dietetic Technicians,6.0
137999,47664,29-2052,"Warren-Troy-Farmington Hills, MI Metropolitan Division",3370.0,Pharmacy Technicians,337.0
138002,47664,29-2055,"Warren-Troy-Farmington Hills, MI Metropolitan Division",830.0,Surgical Technologists,83.0
138003,47664,29-2056,"Warren-Troy-Farmington Hills, MI Metropolitan Division",1010.0,Veterinary Technologists and Technicians,101.0
138004,47664,29-2057,"Warren-Troy-Farmington Hills, MI Metropolitan Division",640.0,Ophthalmic Medical Technicians,64.0
138005,47664,29-2061,"Warren-Troy-Farmington Hills, MI Metropolitan Division",3250.0,Licensed Practical and Licensed Vocational Nurses,325.0
138006,47664,29-2071,"Warren-Troy-Farmington Hills, MI Metropolitan Division",1820.0,Medical Records and Health Information Technicians,182.0
138007,47664,29-2081,"Warren-Troy-Farmington Hills, MI Metropolitan Division",1370.0,"Opticians, Dispensing",137.0
138008,47664,29-2091,"Warren-Troy-Farmington Hills, MI Metropolitan Division",170.0,Orthotists and Prosthetists,17.0
138010,47664,29-2099,"Warren-Troy-Farmington Hills, MI Metropolitan Division",580.0,"Health Technologists and Technicians, All Other",58.0
138011,47664,29-9011,"Warren-Troy-Farmington Hills, MI Metropolitan Division",580.0,Occupational Health and Safety Specialists,58.0
138012,47664,29-9012,"Warren-Troy-Farmington Hills, MI Metropolitan Division",70.0,Occupational Health and Safety Technicians,7.0
138013,47664,29-9091,"Warren-Troy-Farmington Hills, MI Metropolitan Division",310.0,Athletic Trainers,31.0
138014,47664,29-9099,"Warren-Troy-Farmington Hills, MI Metropolitan Division",60.0,"Healthcare Practitioners and Technical Workers, All Other",6.0
138016,47664,31-1011,"Warren-Troy-Farmington Hills, MI Metropolitan Division",10600.0,Home Health Aides,1060.0
138017,47664,31-1014,"Warren-Troy-Farmington Hills, MI Metropolitan Division",11080.0,Nursing Assistants,1108.0
138018,47664,31-1015,"Warren-Troy-Farmington Hills, MI Metropolitan Division",400.0,Orderlies,40.0
138019,47664,31-2011,"Warren-Troy-Farmington Hills, MI Metropolitan Division",490.0,Occupational Therapy Assistants,49.0
138020,47664,31-2021,"Warren-Troy-Farmington Hills, MI Metropolitan Division",1320.0,Physical Therapist Assistants,132.0
138021,47664,31-2022,"Warren-Troy-Farmington Hills, MI Metropolitan Division",840.0,Physical Therapist Aides,84.0
138022,47664,31-9011,"Warren-Troy-Farmington Hills, MI Metropolitan Division",740.0,Massage Therapists,74.0
138023,47664,31-9091,"Warren-Troy-Farmington Hills, MI Metropolitan Division",3270.0,Dental Assistants,327.0
138024,47664,31-9092,"Warren-Troy-Farmington Hills, MI Metropolitan Division",7470.0,Medical Assistants,747.0
138025,47664,31-9093,"Warren-Troy-Farmington Hills, MI Metropolitan Division",370.0,Medical Equipment Preparers,37.0
138026,47664,31-9094,"Warren-Troy-Farmington Hills, MI Metropolitan Division",650.0,Medical Transcriptionists,65.0
138028,47664,31-9096,"Warren-Troy-Farmington Hills, MI Metropolitan Division",830.0,Veterinary Assistants and Laboratory Animal Caretakers,83.0
138029,47664,31-9097,"Warren-Troy-Farmington Hills, MI Metropolitan Division",770.0,Phlebotomists,77.0
138030,47664,31-9099,"Warren-Troy-Farmington Hills, MI Metropolitan Division",210.0,"Healthcare Support Workers, All Other",21.0
138032,47664,33-1011,"Warren-Troy-Farmington Hills, MI Metropolitan Division",90.0,First-Line Supervisors of Correctional Officers,9.0
138033,47664,33-1012,"Warren-Troy-Farmington Hills, MI Metropolitan Division",410.0,First-Line Supervisors of Police and Detectives,41.0
138034,47664,33-1021,"Warren-Troy-Farmington Hills, MI Metropolitan Division",350.0,First-Line Supervisors of Fire Fighting and Prevention Workers,35.0
138035,47664,33-1099,"Warren-Troy-Farmington Hills, MI Metropolitan Division",320.0,"First-Line Supervisors of Protective Service Workers, All Other",32.0
138036,47664,33-2011,"Warren-Troy-Farmington Hills, MI Metropolitan Division",1510.0,Firefighters,151.0
138037,47664,33-2021,"Warren-Troy-Farmington Hills, MI Metropolitan Division",70.0,Fire Inspectors and Investigators,7.0
138038,47664,33-3011,"Warren-Troy-Farmington Hills, MI Metropolitan Division",290.0,Bailiffs,29.0
138039,47664,33-3012,"Warren-Troy-Farmington Hills, MI Metropolitan Division",1270.0,Correctional Officers and Jailers,127.0
138040,47664,33-3021,"Warren-Troy-Farmington Hills, MI Metropolitan Division",270.0,Detectives and Criminal Investigators,27.0
138041,47664,33-3051,"Warren-Troy-Farmington Hills, MI Metropolitan Division",3260.0,Police and Sheriff's Patrol Officers,326.0
138042,47664,33-9011,"Warren-Troy-Farmington Hills, MI Metropolitan Division",50.0,Animal Control Workers,5.0
138043,47664,33-9021,"Warren-Troy-Farmington Hills, MI Metropolitan Division",100.0,Private Detectives and Investigators,10.0
138044,47664,33-9032,"Warren-Troy-Farmington Hills, MI Metropolitan Division",7350.0,Security Guards,735.0
138045,47664,33-9091,"Warren-Troy-Farmington Hills, MI Metropolitan Division",290.0,Crossing Guards,29.0
138046,47664,33-9092,"Warren-Troy-Farmington Hills, MI Metropolitan Division",1070.0,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",107.0
138047,47664,33-9099,"Warren-Troy-Farmington Hills, MI Metropolitan Division",130.0,"Protective Service Workers, All Other",13.0
138049,47664,35-1011,"Warren-Troy-Farmington Hills, MI Metropolitan Division",820.0,Chefs and Head Cooks,82.0
138050,47664,35-1012,"Warren-Troy-Farmington Hills, MI Metropolitan Division",7860.0,First-Line Supervisors of Food Preparation and Serving Workers,786.0
138051,47664,35-2011,"Warren-Troy-Farmington Hills, MI Metropolitan Division",3080.0,"Cooks, Fast Food",308.0
138052,47664,35-2012,"Warren-Troy-Farmington Hills, MI Metropolitan Division",1440.0,"Cooks, Institution and Cafeteria",144.0
138053,47664,35-2014,"Warren-Troy-Farmington Hills, MI Metropolitan Division",9880.0,"Cooks, Restaurant",988.0
138054,47664,35-2015,"Warren-Troy-Farmington Hills, MI Metropolitan Division",1190.0,"Cooks, Short Order",119.0
138056,47664,35-2021,"Warren-Troy-Farmington Hills, MI Metropolitan Division",4600.0,Food Preparation Workers,460.0
138057,47664,35-3011,"Warren-Troy-Farmington Hills, MI Metropolitan Division",4870.0,Bartenders,487.0
138058,47664,35-3021,"Warren-Troy-Farmington Hills, MI Metropolitan Division",34540.0,"Combined Food Preparation and Serving Workers, Including Fast Food",3454.0
138059,47664,35-3022,"Warren-Troy-Farmington Hills, MI Metropolitan Division",3720.0,"Counter Attendants, Cafeteria, Food Concession, and Coffee Shop",372.0
138060,47664,35-3031,"Warren-Troy-Farmington Hills, MI Metropolitan Division",24500.0,Waiters and Waitresses,2450.0
138061,47664,35-3041,"Warren-Troy-Farmington Hills, MI Metropolitan Division",2230.0,"Food Servers, Nonrestaurant",223.0
138062,47664,35-9011,"Warren-Troy-Farmington Hills, MI Metropolitan Division",2250.0,Dining Room and Cafeteria Attendants and Bartender Helpers,225.0
138063,47664,35-9021,"Warren-Troy-Farmington Hills, MI Metropolitan Division",4010.0,Dishwashers,401.0
138064,47664,35-9031,"Warren-Troy-Farmington Hills, MI Metropolitan Division",4450.0,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",445.0
138065,47664,35-9099,"Warren-Troy-Farmington Hills, MI Metropolitan Division",160.0,"Food Preparation and Serving Related Workers, All Other",16.0
138067,47664,37-1011,"Warren-Troy-Farmington Hills, MI Metropolitan Division",1280.0,First-Line Supervisors of Housekeeping and Janitorial Workers,128.0
138068,47664,37-1012,"Warren-Troy-Farmington Hills, MI Metropolitan Division",730.0,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",73.0
138069,47664,37-2011,"Warren-Troy-Farmington Hills, MI Metropolitan Division",16130.0,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",1613.0
138070,47664,37-2012,"Warren-Troy-Farmington Hills, MI Metropolitan Division",6230.0,Maids and Housekeeping Cleaners,623.0
138071,47664,37-2021,"Warren-Troy-Farmington Hills, MI Metropolitan Division",340.0,Pest Control Workers,34.0
138072,47664,37-3011,"Warren-Troy-Farmington Hills, MI Metropolitan Division",10110.0,Landscaping and Groundskeeping Workers,1011.0
138076,47664,39-1021,"Warren-Troy-Farmington Hills, MI Metropolitan Division",2050.0,First-Line Supervisors of Personal Service Workers,205.0
138077,47664,39-2011,"Warren-Troy-Farmington Hills, MI Metropolitan Division",90.0,Animal Trainers,9.0
138078,47664,39-2021,"Warren-Troy-Farmington Hills, MI Metropolitan Division",2160.0,Nonfarm Animal Caretakers,216.0
138079,47664,39-3031,"Warren-Troy-Farmington Hills, MI Metropolitan Division",880.0,"Ushers, Lobby Attendants, and Ticket Takers",88.0
138080,47664,39-3091,"Warren-Troy-Farmington Hills, MI Metropolitan Division",2370.0,Amusement and Recreation Attendants,237.0
138081,47664,39-3093,"Warren-Troy-Farmington Hills, MI Metropolitan Division",120.0,"Locker Room, Coatroom, and Dressing Room Attendants",12.0
138082,47664,39-4021,"Warren-Troy-Farmington Hills, MI Metropolitan Division",210.0,Funeral Attendants,21.0
138083,47664,39-4031,"Warren-Troy-Farmington Hills, MI Metropolitan Division",160.0,"Morticians, Undertakers, and Funeral Directors",16.0
138084,47664,39-5012,"Warren-Troy-Farmington Hills, MI Metropolitan Division",5230.0,"Hairdressers, Hairstylists, and Cosmetologists",523.0
138085,47664,39-5092,"Warren-Troy-Farmington Hills, MI Metropolitan Division",440.0,Manicurists and Pedicurists,44.0
138086,47664,39-5093,"Warren-Troy-Farmington Hills, MI Metropolitan Division",90.0,Shampooers,9.0
138087,47664,39-5094,"Warren-Troy-Farmington Hills, MI Metropolitan Division",400.0,Skincare Specialists,40.0
138088,47664,39-6011,"Warren-Troy-Farmington Hills, MI Metropolitan Division",80.0,Baggage Porters and Bellhops,8.0
138089,47664,39-6012,"Warren-Troy-Farmington Hills, MI Metropolitan Division",220.0,Concierges,22.0
138091,47664,39-9011,"Warren-Troy-Farmington Hills, MI Metropolitan Division",3980.0,Childcare Workers,398.0
138092,47664,39-9021,"Warren-Troy-Farmington Hills, MI Metropolitan Division",10170.0,Personal Care Aides,1017.0
138093,47664,39-9031,"Warren-Troy-Farmington Hills, MI Metropolitan Division",2060.0,Fitness Trainers and Aerobics Instructors,206.0
138094,47664,39-9032,"Warren-Troy-Farmington Hills, MI Metropolitan Division",3400.0,Recreation Workers,340.0
138095,47664,39-9041,"Warren-Troy-Farmington Hills, MI Metropolitan Division",220.0,Residential Advisors,22.0
138096,47664,39-9099,"Warren-Troy-Farmington Hills, MI Metropolitan Division",390.0,"Personal Care and Service Workers, All Other",39.0
138098,47664,41-1011,"Warren-Troy-Farmington Hills, MI Metropolitan Division",9260.0,First-Line Supervisors of Retail Sales Workers,926.0
138099,47664,41-1012,"Warren-Troy-Farmington Hills, MI Metropolitan Division",2600.0,First-Line Supervisors of Non-Retail Sales Workers,260.0
138100,47664,41-2011,"Warren-Troy-Farmington Hills, MI Metropolitan Division",23820.0,Cashiers,2382.0
138101,47664,41-2021,"Warren-Troy-Farmington Hills, MI Metropolitan Division",4960.0,Counter and Rental Clerks,496.0
138102,47664,41-2022,"Warren-Troy-Farmington Hills, MI Metropolitan Division",1810.0,Parts Salespersons,181.0
138103,47664,41-2031,"Warren-Troy-Farmington Hills, MI Metropolitan Division",44290.0,Retail Salespersons,4429.0
138104,47664,41-3011,"Warren-Troy-Farmington Hills, MI Metropolitan Division",1730.0,Advertising Sales Agents,173.0
138105,47664,41-3021,"Warren-Troy-Farmington Hills, MI Metropolitan Division",3570.0,Insurance Sales Agents,357.0
138106,47664,41-3031,"Warren-Troy-Farmington Hills, MI Metropolitan Division",3640.0,"Securities, Commodities, and Financial Services Sales Agents",364.0
138107,47664,41-3041,"Warren-Troy-Farmington Hills, MI Metropolitan Division",510.0,Travel Agents,51.0
138108,47664,41-3099,"Warren-Troy-Farmington Hills, MI Metropolitan Division",8980.0,"Sales Representatives, Services, All Other",898.0
138109,47664,41-4011,"Warren-Troy-Farmington Hills, MI Metropolitan Division",3680.0,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",368.0
138110,47664,41-4012,"Warren-Troy-Farmington Hills, MI Metropolitan Division",17840.0,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",1784.0
138111,47664,41-9011,"Warren-Troy-Farmington Hills, MI Metropolitan Division",350.0,Demonstrators and Product Promoters,35.0
138113,47664,41-9022,"Warren-Troy-Farmington Hills, MI Metropolitan Division",740.0,Real Estate Sales Agents,74.0
138114,47664,41-9031,"Warren-Troy-Farmington Hills, MI Metropolitan Division",970.0,Sales Engineers,97.0
138115,47664,41-9041,"Warren-Troy-Farmington Hills, MI Metropolitan Division",1450.0,Telemarketers,145.0
138117,47664,41-9099,"Warren-Troy-Farmington Hills, MI Metropolitan Division",420.0,"Sales and Related Workers, All Other",42.0
138119,47664,43-1011,"Warren-Troy-Farmington Hills, MI Metropolitan Division",9660.0,First-Line Supervisors of Office and Administrative Support Workers,966.0
138120,47664,43-2011,"Warren-Troy-Farmington Hills, MI Metropolitan Division",1020.0,"Switchboard Operators, Including Answering Service",102.0
138121,47664,43-3011,"Warren-Troy-Farmington Hills, MI Metropolitan Division",2470.0,Bill and Account Collectors,247.0
138122,47664,43-3021,"Warren-Troy-Farmington Hills, MI Metropolitan Division",4250.0,Billing and Posting Clerks,425.0
138123,47664,43-3031,"Warren-Troy-Farmington Hills, MI Metropolitan Division",11490.0,"Bookkeeping, Accounting, and Auditing Clerks",1149.0
138124,47664,43-3051,"Warren-Troy-Farmington Hills, MI Metropolitan Division",800.0,Payroll and Timekeeping Clerks,80.0
138125,47664,43-3061,"Warren-Troy-Farmington Hills, MI Metropolitan Division",700.0,Procurement Clerks,70.0
138126,47664,43-3071,"Warren-Troy-Farmington Hills, MI Metropolitan Division",3450.0,Tellers,345.0
138127,47664,43-3099,"Warren-Troy-Farmington Hills, MI Metropolitan Division",60.0,"Financial Clerks, All Other",6.0
138128,47664,43-4011,"Warren-Troy-Farmington Hills, MI Metropolitan Division",390.0,Brokerage Clerks,39.0
138129,47664,43-4031,"Warren-Troy-Farmington Hills, MI Metropolitan Division",1270.0,"Court, Municipal, and License Clerks",127.0
138130,47664,43-4041,"Warren-Troy-Farmington Hills, MI Metropolitan Division",210.0,"Credit Authorizers, Checkers, and Clerks",21.0
138131,47664,43-4051,"Warren-Troy-Farmington Hills, MI Metropolitan Division",29260.0,Customer Service Representatives,2926.0
138132,47664,43-4061,"Warren-Troy-Farmington Hills, MI Metropolitan Division",640.0,"Eligibility Interviewers, Government Programs",64.0
138133,47664,43-4071,"Warren-Troy-Farmington Hills, MI Metropolitan Division",670.0,File Clerks,67.0
138134,47664,43-4111,"Warren-Troy-Farmington Hills, MI Metropolitan Division",510.0,"Interviewers, Except Eligibility and Loan",51.0
138135,47664,43-4121,"Warren-Troy-Farmington Hills, MI Metropolitan Division",680.0,"Library Assistants, Clerical",68.0
138136,47664,43-4131,"Warren-Troy-Farmington Hills, MI Metropolitan Division",1830.0,Loan Interviewers and Clerks,183.0
138137,47664,43-4141,"Warren-Troy-Farmington Hills, MI Metropolitan Division",370.0,New Accounts Clerks,37.0
138138,47664,43-4151,"Warren-Troy-Farmington Hills, MI Metropolitan Division",1030.0,Order Clerks,103.0
138139,47664,43-4161,"Warren-Troy-Farmington Hills, MI Metropolitan Division",820.0,"Human Resources Assistants, Except Payroll and Timekeeping",82.0
138140,47664,43-4171,"Warren-Troy-Farmington Hills, MI Metropolitan Division",11340.0,Receptionists and Information Clerks,1134.0
138142,47664,43-4199,"Warren-Troy-Farmington Hills, MI Metropolitan Division",410.0,"Information and Record Clerks, All Other",41.0
138143,47664,43-5011,"Warren-Troy-Farmington Hills, MI Metropolitan Division",460.0,Cargo and Freight Agents,46.0
138144,47664,43-5021,"Warren-Troy-Farmington Hills, MI Metropolitan Division",520.0,Couriers and Messengers,52.0
138145,47664,43-5031,"Warren-Troy-Farmington Hills, MI Metropolitan Division",530.0,"Police, Fire, and Ambulance Dispatchers",53.0
138146,47664,43-5032,"Warren-Troy-Farmington Hills, MI Metropolitan Division",1730.0,"Dispatchers, Except Police, Fire, and Ambulance",173.0
